operation, x, y, z, xtype, ytype, ztype, xunit, yunit, zunit
CUDA Host to Device, 16, 30.056580, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 16, 578578, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1536377, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 0.984000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 16, 28.811584, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 16, 526625, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 1534524, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 2.554000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 16, 112.891785, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 16, 13149454, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 36646446, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1.021000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 16, 30.093811, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 16, 581476, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1540513, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 0.985000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 16, 29.129822, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 16, 529519, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 1624092, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 2.543000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 16, 112.565979, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 16, 13295010, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 36218293, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1.023000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 16, 30.038635, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 16, 570245, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1551907, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 0.985000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 16, 28.896545, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 16, 574120, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 1694226, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 2.553000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 16, 111.810608, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 16, 13232346, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 36516077, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1.022000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 16, 29.926758, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 16, 563022, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1478759, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 0.985000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 16, 28.915588, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 16, 434273, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 1722032, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 2.545000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 16, 111.331848, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 16, 13074363, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 35912767, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1.020000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 16, 29.653625, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 16, 384510, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1228745, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 0.985000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 16, 28.678528, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 16, 383442, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 1502634, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 2.537000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 16, 110.689392, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 16, 12861169, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 35609583, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1.025000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 16, 31.984741, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 16, 687967, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 3287068, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 0.986000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 16, 30.928101, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 16, 479579, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 2374492, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 2.553000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 16, 112.655334, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 16, 13132636, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 36333478, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1.023000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 16, 29.804443, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 16, 434545, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1419500, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 0.986000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 16, 29.830688, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 16, 442693, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 1957163, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 2.666000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 16, 118.481995, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 16, 13731210, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 37263538, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1.023000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 16, 29.317444, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 16, 375548, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1153251, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 0.984000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 16, 28.110901, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 16, 362445, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 1295383, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 2.663000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 16, 118.588196, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 16, 13658677, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 37099877, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1.022000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 16, 29.490662, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 16, 395715, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1331778, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 0.984000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 16, 28.815247, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 16, 483240, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 1965044, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 2.547000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 16, 113.391235, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 16, 13720970, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 37066104, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1.031000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 16, 29.943176, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 16, 758815, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1696379, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 0.985000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 16, 30.145752, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 16, 643501, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 2040806, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 2.542000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 16, 113.234680, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 16, 13704573, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 36636865, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1.022000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 16, 30.269165, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 16, 819108, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1833687, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 0.985000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 16, 29.590820, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 16, 721403, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 2080486, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 2.547000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 16, 112.782776, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 16, 13606720, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 36931757, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1.023000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 16, 30.009338, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 16, 748691, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1659830, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 0.985000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 16, 28.885132, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 16, 665670, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 1801165, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 2.572000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 16, 112.998108, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 16, 13629682, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 36779421, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1.024000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 16, 30.262695, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 16, 770834, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1681336, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 0.984000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 16, 28.727783, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 16, 706671, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 1761977, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 2.565000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 16, 114.141113, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 16, 14006493, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 37517636, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1.023000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 16, 30.468201, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 16, 778962, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1725076, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 0.985000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 16, 29.494934, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 16, 757991, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 2092863, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 2.562000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 16, 113.025696, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 16, 13653168, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 16, 36933941, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 1.024000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 16, 31.676453, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 16, 856782, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 16, 2247825, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 0.985000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 16, 30.775330, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 16, 955733, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 16, 2632887, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.586000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 22.026245, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 3551983, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 6889790, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.026000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 30.083435, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 425329, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1628941, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.709290, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 374523, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1432191, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.526000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 20.906433, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 3700270, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 9564107, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.049000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 30.014832, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 360115, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1646640, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.327576, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 228013, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1211881, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.540000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 20.716309, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 3584138, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 9686464, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.025000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.990295, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 392675, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1708803, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.528748, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 364915, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1438858, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.067000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 2.120972, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 1134162, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 1989395, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.026000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 30.255737, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 395498, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1581728, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.949585, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 353419, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1607819, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.571000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 21.745056, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 3690181, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 10533687, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.027000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 31.058105, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 409534, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1978096, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 30.096191, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 434064, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 2147696, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.540000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 21.101379, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 3110111, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 9516312, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.026000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.879395, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 389970, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1608467, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.986000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.524780, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 362424, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1438704, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.535000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 20.712463, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 3340134, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 8600814, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.027000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 30.264465, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 577549, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1871282, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.992000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.520874, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 377488, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1529707, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.053000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 1.599670, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 1104292, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 1606268, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.029000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.894592, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 391226, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1538327, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.564758, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 394880, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1556968, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.540000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 21.009766, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 3322449, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 10292046, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.027000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.782471, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 381177, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1590382, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1.017000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.305542, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 349492, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1305531, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.445000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 16.738953, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 1109989, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 1595448, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.026000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.936523, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 412410, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1652790, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.992000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 29.832397, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 397996, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 2152206, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.322000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 12.275513, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 1885236, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 5319128, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.027000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.817444, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 429668, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1644333, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.986000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 29.404297, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 443987, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 2021583, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.549000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 20.599243, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 2819168, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 8663641, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
